Date,fund,price,Asset_Class
2016-02-26,WisdomTree Physical Precious Metals ETC GBP,59.115,Commoditities
2016-02-27,WisdomTree Physical Precious Metals ETC GBP,59.115,Commoditities
2016-02-28,WisdomTree Physical Precious Metals ETC GBP,59.115,Commoditities
2016-02-29,WisdomTree Physical Precious Metals ETC GBP,59.7,Commoditities
2016-03-01,WisdomTree Physical Precious Metals ETC GBP,59.93,Commoditities
2016-03-02,WisdomTree Physical Precious Metals ETC GBP,59.545,Commoditities
2016-03-03,WisdomTree Physical Precious Metals ETC GBP,60.27,Commoditities
2016-03-04,WisdomTree Physical Precious Metals ETC GBP,61.49,Commoditities
2016-03-05,WisdomTree Physical Precious Metals ETC GBP,61.49,Commoditities
2016-03-06,WisdomTree Physical Precious Metals ETC GBP,61.49,Commoditities
2016-03-07,WisdomTree Physical Precious Metals ETC GBP,61.625,Commoditities
2016-03-08,WisdomTree Physical Precious Metals ETC GBP,61.265,Commoditities
2016-03-09,WisdomTree Physical Precious Metals ETC GBP,60.915,Commoditities
2016-03-10,WisdomTree Physical Precious Metals ETC GBP,60.77,Commoditities
2016-03-11,WisdomTree Physical Precious Metals ETC GBP,60.41,Commoditities
2016-03-12,WisdomTree Physical Precious Metals ETC GBP,60.41,Commoditities
2016-03-13,WisdomTree Physical Precious Metals ETC GBP,60.41,Commoditities
2016-03-14,WisdomTree Physical Precious Metals ETC GBP,60.01,Commoditities
2016-03-15,WisdomTree Physical Precious Metals ETC GBP,60.12,Commoditities
2016-03-16,WisdomTree Physical Precious Metals ETC GBP,60.35,Commoditities
2016-03-17,WisdomTree Physical Precious Metals ETC GBP,60.765,Commoditities
2016-03-18,WisdomTree Physical Precious Metals ETC GBP,60.085,Commoditities
2016-03-19,WisdomTree Physical Precious Metals ETC GBP,60.085,Commoditities
2016-03-20,WisdomTree Physical Precious Metals ETC GBP,60.085,Commoditities
2016-03-21,WisdomTree Physical Precious Metals ETC GBP,60.59,Commoditities
2016-03-22,WisdomTree Physical Precious Metals ETC GBP,61.66,Commoditities
2016-03-23,WisdomTree Physical Precious Metals ETC GBP,60.425,Commoditities
2016-03-24,WisdomTree Physical Precious Metals ETC GBP,59.87,Commoditities
2016-03-25,WisdomTree Physical Precious Metals ETC GBP,59.87,Commoditities
2016-03-26,WisdomTree Physical Precious Metals ETC GBP,59.87,Commoditities
2016-03-27,WisdomTree Physical Precious Metals ETC GBP,59.87,Commoditities
2016-03-28,WisdomTree Physical Precious Metals ETC GBP,59.87,Commoditities
2016-03-29,WisdomTree Physical Precious Metals ETC GBP,59.265,Commoditities
2016-03-30,WisdomTree Physical Precious Metals ETC GBP,59.06,Commoditities
2016-03-31,WisdomTree Physical Precious Metals ETC GBP,59.59,Commoditities
2016-04-01,WisdomTree Physical Precious Metals ETC GBP,59.07,Commoditities
2016-04-02,WisdomTree Physical Precious Metals ETC GBP,59.07,Commoditities
2016-04-03,WisdomTree Physical Precious Metals ETC GBP,59.07,Commoditities
2016-04-04,WisdomTree Physical Precious Metals ETC GBP,58.725,Commoditities
2016-04-05,WisdomTree Physical Precious Metals ETC GBP,59.67,Commoditities
2016-04-06,WisdomTree Physical Precious Metals ETC GBP,59.545,Commoditities
2016-04-07,WisdomTree Physical Precious Metals ETC GBP,60.27,Commoditities
2016-04-08,WisdomTree Physical Precious Metals ETC GBP,60.27,Commoditities
2016-04-09,WisdomTree Physical Precious Metals ETC GBP,60.27,Commoditities
2016-04-10,WisdomTree Physical Precious Metals ETC GBP,60.27,Commoditities
2016-04-11,WisdomTree Physical Precious Metals ETC GBP,60.925,Commoditities
2016-04-12,WisdomTree Physical Precious Metals ETC GBP,61.045,Commoditities
2016-04-13,WisdomTree Physical Precious Metals ETC GBP,60.92,Commoditities
2016-04-14,WisdomTree Physical Precious Metals ETC GBP,61.08,Commoditities
2016-04-15,WisdomTree Physical Precious Metals ETC GBP,60.965,Commoditities
2016-04-16,WisdomTree Physical Precious Metals ETC GBP,60.965,Commoditities
2016-04-17,WisdomTree Physical Precious Metals ETC GBP,60.965,Commoditities
2016-04-18,WisdomTree Physical Precious Metals ETC GBP,60.705,Commoditities
2016-04-19,WisdomTree Physical Precious Metals ETC GBP,61.72,Commoditities
2016-04-20,WisdomTree Physical Precious Metals ETC GBP,62.12,Commoditities
2016-04-21,WisdomTree Physical Precious Metals ETC GBP,62.485,Commoditities
2016-04-22,WisdomTree Physical Precious Metals ETC GBP,62.04,Commoditities
2016-04-23,WisdomTree Physical Precious Metals ETC GBP,62.04,Commoditities
2016-04-24,WisdomTree Physical Precious Metals ETC GBP,62.04,Commoditities
2016-04-25,WisdomTree Physical Precious Metals ETC GBP,61.22,Commoditities
2016-04-26,WisdomTree Physical Precious Metals ETC GBP,60.91,Commoditities
2016-04-27,WisdomTree Physical Precious Metals ETC GBP,61.34,Commoditities
2016-04-28,WisdomTree Physical Precious Metals ETC GBP,62.255,Commoditities
2016-04-29,WisdomTree Physical Precious Metals ETC GBP,63.51,Commoditities
2016-04-30,WisdomTree Physical Precious Metals ETC GBP,63.51,Commoditities
2016-05-01,WisdomTree Physical Precious Metals ETC GBP,63.51,Commoditities
2016-05-02,WisdomTree Physical Precious Metals ETC GBP,63.51,Commoditities
2016-05-03,WisdomTree Physical Precious Metals ETC GBP,62.915,Commoditities
2016-05-04,WisdomTree Physical Precious Metals ETC GBP,62.875,Commoditities
2016-05-05,WisdomTree Physical Precious Metals ETC GBP,62.705,Commoditities
2016-05-06,WisdomTree Physical Precious Metals ETC GBP,63.66,Commoditities
2016-05-07,WisdomTree Physical Precious Metals ETC GBP,63.66,Commoditities
2016-05-08,WisdomTree Physical Precious Metals ETC GBP,63.66,Commoditities
2016-05-09,WisdomTree Physical Precious Metals ETC GBP,62.06,Commoditities
2016-05-10,WisdomTree Physical Precious Metals ETC GBP,61.975,Commoditities
2016-05-11,WisdomTree Physical Precious Metals ETC GBP,62.835,Commoditities
2016-05-12,WisdomTree Physical Precious Metals ETC GBP,62.21,Commoditities
2016-05-13,WisdomTree Physical Precious Metals ETC GBP,62.675,Commoditities
2016-05-14,WisdomTree Physical Precious Metals ETC GBP,62.675,Commoditities
2016-05-15,WisdomTree Physical Precious Metals ETC GBP,62.675,Commoditities
2016-05-16,WisdomTree Physical Precious Metals ETC GBP,62.745,Commoditities
2016-05-17,WisdomTree Physical Precious Metals ETC GBP,62.575,Commoditities
2016-05-18,WisdomTree Physical Precious Metals ETC GBP,61.395,Commoditities
2016-05-19,WisdomTree Physical Precious Metals ETC GBP,60.005,Commoditities
2016-05-20,WisdomTree Physical Precious Metals ETC GBP,60.375,Commoditities
2016-05-21,WisdomTree Physical Precious Metals ETC GBP,60.375,Commoditities
2016-05-22,WisdomTree Physical Precious Metals ETC GBP,60.375,Commoditities
2016-05-23,WisdomTree Physical Precious Metals ETC GBP,60.26,Commoditities
2016-05-24,WisdomTree Physical Precious Metals ETC GBP,59.075,Commoditities
2016-05-25,WisdomTree Physical Precious Metals ETC GBP,58.17,Commoditities
2016-05-26,WisdomTree Physical Precious Metals ETC GBP,58.45,Commoditities
2016-05-27,WisdomTree Physical Precious Metals ETC GBP,58.245,Commoditities
2016-05-28,WisdomTree Physical Precious Metals ETC GBP,58.245,Commoditities
2016-05-29,WisdomTree Physical Precious Metals ETC GBP,58.245,Commoditities
2016-05-30,WisdomTree Physical Precious Metals ETC GBP,58.245,Commoditities
2016-05-31,WisdomTree Physical Precious Metals ETC GBP,58.295,Commoditities
2016-06-01,WisdomTree Physical Precious Metals ETC GBP,58.88,Commoditities
2016-06-02,WisdomTree Physical Precious Metals ETC GBP,58.565,Commoditities
2016-06-03,WisdomTree Physical Precious Metals ETC GBP,59.59,Commoditities
2016-06-04,WisdomTree Physical Precious Metals ETC GBP,59.59,Commoditities
2016-06-05,WisdomTree Physical Precious Metals ETC GBP,59.59,Commoditities
2016-06-06,WisdomTree Physical Precious Metals ETC GBP,60.245,Commoditities
2016-06-07,WisdomTree Physical Precious Metals ETC GBP,59.56,Commoditities
2016-06-08,WisdomTree Physical Precious Metals ETC GBP,61.0,Commoditities
2016-06-09,WisdomTree Physical Precious Metals ETC GBP,61.565,Commoditities
2016-06-10,WisdomTree Physical Precious Metals ETC GBP,61.785,Commoditities
2016-06-11,WisdomTree Physical Precious Metals ETC GBP,61.785,Commoditities
2016-06-12,WisdomTree Physical Precious Metals ETC GBP,61.785,Commoditities
2016-06-13,WisdomTree Physical Precious Metals ETC GBP,62.745,Commoditities
2016-06-14,WisdomTree Physical Precious Metals ETC GBP,63.065,Commoditities
2016-06-15,WisdomTree Physical Precious Metals ETC GBP,62.905,Commoditities
2016-06-16,WisdomTree Physical Precious Metals ETC GBP,64.24,Commoditities
2016-06-17,WisdomTree Physical Precious Metals ETC GBP,62.275,Commoditities
2016-06-18,WisdomTree Physical Precious Metals ETC GBP,62.275,Commoditities
2016-06-19,WisdomTree Physical Precious Metals ETC GBP,62.275,Commoditities
2016-06-20,WisdomTree Physical Precious Metals ETC GBP,61.065,Commoditities
2016-06-21,WisdomTree Physical Precious Metals ETC GBP,60.52,Commoditities
2016-06-22,WisdomTree Physical Precious Metals ETC GBP,60.36,Commoditities
2016-06-23,WisdomTree Physical Precious Metals ETC GBP,59.98,Commoditities
2016-06-24,WisdomTree Physical Precious Metals ETC GBP,66.715,Commoditities
2016-06-25,WisdomTree Physical Precious Metals ETC GBP,66.715,Commoditities
2016-06-26,WisdomTree Physical Precious Metals ETC GBP,66.715,Commoditities
2016-06-27,WisdomTree Physical Precious Metals ETC GBP,69.095,Commoditities
2016-06-28,WisdomTree Physical Precious Metals ETC GBP,68.54,Commoditities
2016-06-29,WisdomTree Physical Precious Metals ETC GBP,68.725,Commoditities
2016-06-30,WisdomTree Physical Precious Metals ETC GBP,70.115,Commoditities
2016-07-01,WisdomTree Physical Precious Metals ETC GBP,71.94,Commoditities
2016-07-02,WisdomTree Physical Precious Metals ETC GBP,71.94,Commoditities
2016-07-03,WisdomTree Physical Precious Metals ETC GBP,71.94,Commoditities
2016-07-04,WisdomTree Physical Precious Metals ETC GBP,73.17,Commoditities
2016-07-05,WisdomTree Physical Precious Metals ETC GBP,73.91,Commoditities
2016-07-06,WisdomTree Physical Precious Metals ETC GBP,75.56,Commoditities
2016-07-07,WisdomTree Physical Precious Metals ETC GBP,74.625,Commoditities
2016-07-08,WisdomTree Physical Precious Metals ETC GBP,74.885,Commoditities
2016-07-09,WisdomTree Physical Precious Metals ETC GBP,74.885,Commoditities
2016-07-10,WisdomTree Physical Precious Metals ETC GBP,74.885,Commoditities
2016-07-11,WisdomTree Physical Precious Metals ETC GBP,75.43,Commoditities
2016-07-12,WisdomTree Physical Precious Metals ETC GBP,73.49,Commoditities
2016-07-13,WisdomTree Physical Precious Metals ETC GBP,74.14,Commoditities
2016-07-14,WisdomTree Physical Precious Metals ETC GBP,73.11,Commoditities
2016-07-15,WisdomTree Physical Precious Metals ETC GBP,73.445,Commoditities
2016-07-16,WisdomTree Physical Precious Metals ETC GBP,73.445,Commoditities
2016-07-17,WisdomTree Physical Precious Metals ETC GBP,73.445,Commoditities
2016-07-18,WisdomTree Physical Precious Metals ETC GBP,72.97,Commoditities
2016-07-19,WisdomTree Physical Precious Metals ETC GBP,73.98,Commoditities
2016-07-20,WisdomTree Physical Precious Metals ETC GBP,73.145,Commoditities
2016-07-21,WisdomTree Physical Precious Metals ETC GBP,73.455,Commoditities
2016-07-22,WisdomTree Physical Precious Metals ETC GBP,74.17,Commoditities
2016-07-23,WisdomTree Physical Precious Metals ETC GBP,74.17,Commoditities
2016-07-24,WisdomTree Physical Precious Metals ETC GBP,74.17,Commoditities
2016-07-25,WisdomTree Physical Precious Metals ETC GBP,73.74,Commoditities
2016-07-26,WisdomTree Physical Precious Metals ETC GBP,74.045,Commoditities
2016-07-27,WisdomTree Physical Precious Metals ETC GBP,74.88,Commoditities
2016-07-28,WisdomTree Physical Precious Metals ETC GBP,75.275,Commoditities
2016-07-29,WisdomTree Physical Precious Metals ETC GBP,75.25,Commoditities
2016-07-30,WisdomTree Physical Precious Metals ETC GBP,75.25,Commoditities
2016-07-31,WisdomTree Physical Precious Metals ETC GBP,75.25,Commoditities
2016-08-01,WisdomTree Physical Precious Metals ETC GBP,76.115,Commoditities
2016-08-02,WisdomTree Physical Precious Metals ETC GBP,76.0,Commoditities
2016-08-03,WisdomTree Physical Precious Metals ETC GBP,75.48,Commoditities
2016-08-04,WisdomTree Physical Precious Metals ETC GBP,76.56,Commoditities
2016-08-05,WisdomTree Physical Precious Metals ETC GBP,75.305,Commoditities
2016-08-06,WisdomTree Physical Precious Metals ETC GBP,75.305,Commoditities
2016-08-07,WisdomTree Physical Precious Metals ETC GBP,75.305,Commoditities
2016-08-08,WisdomTree Physical Precious Metals ETC GBP,75.5,Commoditities
2016-08-09,WisdomTree Physical Precious Metals ETC GBP,75.965,Commoditities
2016-08-10,WisdomTree Physical Precious Metals ETC GBP,77.135,Commoditities
2016-08-11,WisdomTree Physical Precious Metals ETC GBP,76.8,Commoditities
2016-08-12,WisdomTree Physical Precious Metals ETC GBP,76.845,Commoditities
2016-08-13,WisdomTree Physical Precious Metals ETC GBP,76.845,Commoditities
2016-08-14,WisdomTree Physical Precious Metals ETC GBP,76.845,Commoditities
2016-08-15,WisdomTree Physical Precious Metals ETC GBP,76.335,Commoditities
2016-08-16,WisdomTree Physical Precious Metals ETC GBP,76.18,Commoditities
2016-08-17,WisdomTree Physical Precious Metals ETC GBP,75.545,Commoditities
2016-08-18,WisdomTree Physical Precious Metals ETC GBP,75.395,Commoditities
2016-08-19,WisdomTree Physical Precious Metals ETC GBP,75.17,Commoditities
2016-08-20,WisdomTree Physical Precious Metals ETC GBP,75.17,Commoditities
2016-08-21,WisdomTree Physical Precious Metals ETC GBP,75.17,Commoditities
2016-08-22,WisdomTree Physical Precious Metals ETC GBP,74.15,Commoditities
2016-08-23,WisdomTree Physical Precious Metals ETC GBP,73.76,Commoditities
2016-08-24,WisdomTree Physical Precious Metals ETC GBP,72.5,Commoditities
2016-08-25,WisdomTree Physical Precious Metals ETC GBP,72.575,Commoditities
2016-08-26,WisdomTree Physical Precious Metals ETC GBP,73.18,Commoditities
2016-08-27,WisdomTree Physical Precious Metals ETC GBP,73.18,Commoditities
2016-08-28,WisdomTree Physical Precious Metals ETC GBP,73.18,Commoditities
2016-08-29,WisdomTree Physical Precious Metals ETC GBP,73.18,Commoditities
2016-08-30,WisdomTree Physical Precious Metals ETC GBP,72.895,Commoditities
2016-08-31,WisdomTree Physical Precious Metals ETC GBP,72.155,Commoditities
2016-09-01,WisdomTree Physical Precious Metals ETC GBP,71.41,Commoditities
2016-09-02,WisdomTree Physical Precious Metals ETC GBP,71.98,Commoditities
2016-09-03,WisdomTree Physical Precious Metals ETC GBP,71.98,Commoditities
2016-09-04,WisdomTree Physical Precious Metals ETC GBP,71.98,Commoditities
2016-09-05,WisdomTree Physical Precious Metals ETC GBP,72.69,Commoditities
2016-09-06,WisdomTree Physical Precious Metals ETC GBP,73.035,Commoditities
2016-09-07,WisdomTree Physical Precious Metals ETC GBP,73.555,Commoditities
2016-09-08,WisdomTree Physical Precious Metals ETC GBP,73.635,Commoditities
2016-09-09,WisdomTree Physical Precious Metals ETC GBP,73.12,Commoditities
2016-09-10,WisdomTree Physical Precious Metals ETC GBP,73.12,Commoditities
2016-09-11,WisdomTree Physical Precious Metals ETC GBP,73.12,Commoditities
2016-09-12,WisdomTree Physical Precious Metals ETC GBP,71.355,Commoditities
2016-09-13,WisdomTree Physical Precious Metals ETC GBP,72.355,Commoditities
2016-09-14,WisdomTree Physical Precious Metals ETC GBP,72.31,Commoditities
2016-09-15,WisdomTree Physical Precious Metals ETC GBP,72.005,Commoditities
2016-09-16,WisdomTree Physical Precious Metals ETC GBP,72.215,Commoditities
2016-09-17,WisdomTree Physical Precious Metals ETC GBP,72.215,Commoditities
2016-09-18,WisdomTree Physical Precious Metals ETC GBP,72.215,Commoditities
2016-09-19,WisdomTree Physical Precious Metals ETC GBP,73.3,Commoditities
2016-09-20,WisdomTree Physical Precious Metals ETC GBP,73.87,Commoditities
2016-09-21,WisdomTree Physical Precious Metals ETC GBP,74.79,Commoditities
2016-09-22,WisdomTree Physical Precious Metals ETC GBP,74.825,Commoditities
2016-09-23,WisdomTree Physical Precious Metals ETC GBP,75.44,Commoditities
2016-09-24,WisdomTree Physical Precious Metals ETC GBP,75.44,Commoditities
2016-09-25,WisdomTree Physical Precious Metals ETC GBP,75.44,Commoditities
2016-09-26,WisdomTree Physical Precious Metals ETC GBP,75.125,Commoditities
2016-09-27,WisdomTree Physical Precious Metals ETC GBP,73.955,Commoditities
2016-09-28,WisdomTree Physical Precious Metals ETC GBP,73.785,Commoditities
2016-09-29,WisdomTree Physical Precious Metals ETC GBP,74.05,Commoditities
2016-09-30,WisdomTree Physical Precious Metals ETC GBP,74.37,Commoditities
2016-10-01,WisdomTree Physical Precious Metals ETC GBP,74.37,Commoditities
2016-10-02,WisdomTree Physical Precious Metals ETC GBP,74.37,Commoditities
2016-10-03,WisdomTree Physical Precious Metals ETC GBP,74.385,Commoditities
2016-10-04,WisdomTree Physical Precious Metals ETC GBP,73.035,Commoditities
2016-10-05,WisdomTree Physical Precious Metals ETC GBP,71.69,Commoditities
2016-10-06,WisdomTree Physical Precious Metals ETC GBP,71.265,Commoditities
2016-10-07,WisdomTree Physical Precious Metals ETC GBP,72.385,Commoditities
2016-10-08,WisdomTree Physical Precious Metals ETC GBP,72.385,Commoditities
2016-10-09,WisdomTree Physical Precious Metals ETC GBP,72.385,Commoditities
2016-10-10,WisdomTree Physical Precious Metals ETC GBP,73.155,Commoditities
2016-10-11,WisdomTree Physical Precious Metals ETC GBP,73.82,Commoditities
2016-10-12,WisdomTree Physical Precious Metals ETC GBP,73.435,Commoditities
2016-10-13,WisdomTree Physical Precious Metals ETC GBP,73.36,Commoditities
2016-10-14,WisdomTree Physical Precious Metals ETC GBP,73.295,Commoditities
2016-10-15,WisdomTree Physical Precious Metals ETC GBP,73.295,Commoditities
2016-10-16,WisdomTree Physical Precious Metals ETC GBP,73.295,Commoditities
2016-10-17,WisdomTree Physical Precious Metals ETC GBP,73.415,Commoditities
2016-10-18,WisdomTree Physical Precious Metals ETC GBP,73.29,Commoditities
2016-10-19,WisdomTree Physical Precious Metals ETC GBP,73.69,Commoditities
2016-10-20,WisdomTree Physical Precious Metals ETC GBP,73.35,Commoditities
2016-10-21,WisdomTree Physical Precious Metals ETC GBP,73.485,Commoditities
2016-10-22,WisdomTree Physical Precious Metals ETC GBP,73.485,Commoditities
2016-10-23,WisdomTree Physical Precious Metals ETC GBP,73.485,Commoditities
2016-10-24,WisdomTree Physical Precious Metals ETC GBP,73.45,Commoditities
2016-10-25,WisdomTree Physical Precious Metals ETC GBP,74.64,Commoditities
2016-10-26,WisdomTree Physical Precious Metals ETC GBP,73.825,Commoditities
2016-10-27,WisdomTree Physical Precious Metals ETC GBP,73.9,Commoditities
2016-10-28,WisdomTree Physical Precious Metals ETC GBP,74.285,Commoditities
2016-10-29,WisdomTree Physical Precious Metals ETC GBP,74.285,Commoditities
2016-10-30,WisdomTree Physical Precious Metals ETC GBP,74.285,Commoditities
2016-10-31,WisdomTree Physical Precious Metals ETC GBP,74.095,Commoditities
2016-11-01,WisdomTree Physical Precious Metals ETC GBP,75.68,Commoditities
2016-11-02,WisdomTree Physical Precious Metals ETC GBP,75.83,Commoditities
2016-11-03,WisdomTree Physical Precious Metals ETC GBP,74.14,Commoditities
2016-11-04,WisdomTree Physical Precious Metals ETC GBP,74.12,Commoditities
2016-11-05,WisdomTree Physical Precious Metals ETC GBP,74.12,Commoditities
2016-11-06,WisdomTree Physical Precious Metals ETC GBP,74.12,Commoditities
2016-11-07,WisdomTree Physical Precious Metals ETC GBP,74.175,Commoditities
2016-11-08,WisdomTree Physical Precious Metals ETC GBP,74.76,Commoditities
2016-11-09,WisdomTree Physical Precious Metals ETC GBP,74.9,Commoditities
2016-11-10,WisdomTree Physical Precious Metals ETC GBP,73.95,Commoditities
2016-11-11,WisdomTree Physical Precious Metals ETC GBP,71.115,Commoditities
2016-11-12,WisdomTree Physical Precious Metals ETC GBP,71.115,Commoditities
2016-11-13,WisdomTree Physical Precious Metals ETC GBP,71.115,Commoditities
2016-11-14,WisdomTree Physical Precious Metals ETC GBP,70.73,Commoditities
2016-11-15,WisdomTree Physical Precious Metals ETC GBP,71.86,Commoditities
2016-11-16,WisdomTree Physical Precious Metals ETC GBP,71.75,Commoditities
2016-11-17,WisdomTree Physical Precious Metals ETC GBP,72.075,Commoditities
2016-11-18,WisdomTree Physical Precious Metals ETC GBP,71.455,Commoditities
2016-11-19,WisdomTree Physical Precious Metals ETC GBP,71.455,Commoditities
2016-11-20,WisdomTree Physical Precious Metals ETC GBP,71.455,Commoditities
2016-11-21,WisdomTree Physical Precious Metals ETC GBP,70.91,Commoditities
2016-11-22,WisdomTree Physical Precious Metals ETC GBP,71.455,Commoditities
2016-11-23,WisdomTree Physical Precious Metals ETC GBP,70.235,Commoditities
2016-11-24,WisdomTree Physical Precious Metals ETC GBP,70.045,Commoditities
2016-11-25,WisdomTree Physical Precious Metals ETC GBP,70.075,Commoditities
2016-11-26,WisdomTree Physical Precious Metals ETC GBP,70.075,Commoditities
2016-11-27,WisdomTree Physical Precious Metals ETC GBP,70.075,Commoditities
2016-11-28,WisdomTree Physical Precious Metals ETC GBP,71.015,Commoditities
2016-11-29,WisdomTree Physical Precious Metals ETC GBP,70.43,Commoditities
2016-11-30,WisdomTree Physical Precious Metals ETC GBP,69.95,Commoditities
2016-12-01,WisdomTree Physical Precious Metals ETC GBP,69.11,Commoditities
2016-12-02,WisdomTree Physical Precious Metals ETC GBP,69.03,Commoditities
2016-12-03,WisdomTree Physical Precious Metals ETC GBP,69.03,Commoditities
2016-12-04,WisdomTree Physical Precious Metals ETC GBP,69.03,Commoditities
2016-12-05,WisdomTree Physical Precious Metals ETC GBP,68.69,Commoditities
2016-12-06,WisdomTree Physical Precious Metals ETC GBP,68.87,Commoditities
2016-12-07,WisdomTree Physical Precious Metals ETC GBP,69.735,Commoditities
2016-12-08,WisdomTree Physical Precious Metals ETC GBP,69.59,Commoditities
2016-12-09,WisdomTree Physical Precious Metals ETC GBP,69.195,Commoditities
2016-12-10,WisdomTree Physical Precious Metals ETC GBP,69.195,Commoditities
2016-12-11,WisdomTree Physical Precious Metals ETC GBP,69.195,Commoditities
2016-12-12,WisdomTree Physical Precious Metals ETC GBP,68.805,Commoditities
2016-12-13,WisdomTree Physical Precious Metals ETC GBP,68.46,Commoditities
2016-12-14,WisdomTree Physical Precious Metals ETC GBP,68.76,Commoditities
2016-12-15,WisdomTree Physical Precious Metals ETC GBP,67.54,Commoditities
2016-12-16,WisdomTree Physical Precious Metals ETC GBP,67.73,Commoditities
2016-12-17,WisdomTree Physical Precious Metals ETC GBP,67.73,Commoditities
2016-12-18,WisdomTree Physical Precious Metals ETC GBP,67.73,Commoditities
2016-12-19,WisdomTree Physical Precious Metals ETC GBP,67.73,Commoditities
2016-12-20,WisdomTree Physical Precious Metals ETC GBP,67.03,Commoditities
2016-12-21,WisdomTree Physical Precious Metals ETC GBP,67.29,Commoditities
2016-12-22,WisdomTree Physical Precious Metals ETC GBP,67.59,Commoditities
2016-12-23,WisdomTree Physical Precious Metals ETC GBP,67.54,Commoditities
2016-12-24,WisdomTree Physical Precious Metals ETC GBP,67.54,Commoditities
2016-12-25,WisdomTree Physical Precious Metals ETC GBP,67.54,Commoditities
2016-12-26,WisdomTree Physical Precious Metals ETC GBP,67.54,Commoditities
2016-12-27,WisdomTree Physical Precious Metals ETC GBP,67.54,Commoditities
2016-12-28,WisdomTree Physical Precious Metals ETC GBP,68.47,Commoditities
2016-12-29,WisdomTree Physical Precious Metals ETC GBP,69.195,Commoditities
2016-12-30,WisdomTree Physical Precious Metals ETC GBP,68.825,Commoditities
2016-12-31,WisdomTree Physical Precious Metals ETC GBP,68.825,Commoditities
2017-01-01,WisdomTree Physical Precious Metals ETC GBP,68.825,Commoditities
2017-01-02,WisdomTree Physical Precious Metals ETC GBP,68.825,Commoditities
2017-01-03,WisdomTree Physical Precious Metals ETC GBP,70.38,Commoditities
2017-01-04,WisdomTree Physical Precious Metals ETC GBP,71.24,Commoditities
2017-01-05,WisdomTree Physical Precious Metals ETC GBP,70.765,Commoditities
2017-01-06,WisdomTree Physical Precious Metals ETC GBP,71.03,Commoditities
2017-01-07,WisdomTree Physical Precious Metals ETC GBP,71.03,Commoditities
2017-01-08,WisdomTree Physical Precious Metals ETC GBP,71.03,Commoditities
2017-01-09,WisdomTree Physical Precious Metals ETC GBP,72.695,Commoditities
2017-01-10,WisdomTree Physical Precious Metals ETC GBP,73.12,Commoditities
2017-01-11,WisdomTree Physical Precious Metals ETC GBP,72.985,Commoditities
2017-01-12,WisdomTree Physical Precious Metals ETC GBP,73.235,Commoditities
2017-01-13,WisdomTree Physical Precious Metals ETC GBP,72.825,Commoditities
2017-01-14,WisdomTree Physical Precious Metals ETC GBP,72.825,Commoditities
2017-01-15,WisdomTree Physical Precious Metals ETC GBP,72.825,Commoditities
2017-01-16,WisdomTree Physical Precious Metals ETC GBP,74.01,Commoditities
2017-01-17,WisdomTree Physical Precious Metals ETC GBP,72.82,Commoditities
2017-01-18,WisdomTree Physical Precious Metals ETC GBP,73.025,Commoditities
2017-01-19,WisdomTree Physical Precious Metals ETC GBP,72.295,Commoditities
2017-01-20,WisdomTree Physical Precious Metals ETC GBP,73.045,Commoditities
2017-01-21,WisdomTree Physical Precious Metals ETC GBP,73.045,Commoditities
2017-01-22,WisdomTree Physical Precious Metals ETC GBP,73.045,Commoditities
2017-01-23,WisdomTree Physical Precious Metals ETC GBP,72.545,Commoditities
2017-01-24,WisdomTree Physical Precious Metals ETC GBP,72.65,Commoditities
2017-01-25,WisdomTree Physical Precious Metals ETC GBP,70.7,Commoditities
2017-01-26,WisdomTree Physical Precious Metals ETC GBP,70.06,Commoditities
2017-01-27,WisdomTree Physical Precious Metals ETC GBP,70.885,Commoditities
2017-01-28,WisdomTree Physical Precious Metals ETC GBP,70.885,Commoditities
2017-01-29,WisdomTree Physical Precious Metals ETC GBP,70.885,Commoditities
2017-01-30,WisdomTree Physical Precious Metals ETC GBP,71.19,Commoditities
2017-01-31,WisdomTree Physical Precious Metals ETC GBP,72.08,Commoditities
2017-02-01,WisdomTree Physical Precious Metals ETC GBP,71.375,Commoditities
2017-02-02,WisdomTree Physical Precious Metals ETC GBP,72.615,Commoditities
2017-02-03,WisdomTree Physical Precious Metals ETC GBP,72.675,Commoditities
2017-02-04,WisdomTree Physical Precious Metals ETC GBP,72.675,Commoditities
2017-02-05,WisdomTree Physical Precious Metals ETC GBP,72.675,Commoditities
2017-02-06,WisdomTree Physical Precious Metals ETC GBP,73.77,Commoditities
2017-02-07,WisdomTree Physical Precious Metals ETC GBP,73.73,Commoditities
2017-02-08,WisdomTree Physical Precious Metals ETC GBP,73.785,Commoditities
2017-02-09,WisdomTree Physical Precious Metals ETC GBP,73.58,Commoditities
2017-02-10,WisdomTree Physical Precious Metals ETC GBP,74.095,Commoditities
2017-02-11,WisdomTree Physical Precious Metals ETC GBP,74.095,Commoditities
2017-02-12,WisdomTree Physical Precious Metals ETC GBP,74.095,Commoditities
2017-02-13,WisdomTree Physical Precious Metals ETC GBP,73.435,Commoditities
2017-02-14,WisdomTree Physical Precious Metals ETC GBP,73.745,Commoditities
2017-02-15,WisdomTree Physical Precious Metals ETC GBP,74.135,Commoditities
2017-02-16,WisdomTree Physical Precious Metals ETC GBP,74.63,Commoditities
2017-02-17,WisdomTree Physical Precious Metals ETC GBP,74.69,Commoditities
